epoch,total,ic,bc,pde
0,0.7558161616325378,0.639244794845581,0.05151994898915291,0.013010292313992977
1,0.6124778985977173,0.5253476500511169,0.03910107538104057,0.009605842642486095
2,0.5607261657714844,0.41756948828697205,0.11972849071025848,0.004685642663389444
3,0.6082003712654114,0.3608907163143158,0.22273704409599304,0.004914527293294668
4,0.6210607290267944,0.3596372604370117,0.2274256944656372,0.00679955817759037
5,0.5740880966186523,0.38684937357902527,0.16603007912635803,0.004241722635924816
6,0.5301459431648254,0.42708539962768555,0.09697681665420532,0.0012167464010417461
7,0.5207022428512573,0.470048189163208,0.04921089485287666,0.00028863325132988393
8,0.5382421016693115,0.5066607594490051,0.02675449103116989,0.0009653666638769209
9,0.555487871170044,0.5300278663635254,0.019652647897601128,0.0011614678660407662
10,0.557944655418396,0.537988007068634,0.01796349138021469,0.00039863778511062264
11,0.5511967539787292,0.5325657725334167,0.018543869256973267,1.7411693988833576e-05
12,0.5429890155792236,0.5176741480827332,0.022292688488960266,0.000604435452260077
13,0.5344496369361877,0.49759769439697266,0.030390195548534393,0.0012923426693305373
14,0.5256675481796265,0.47612258791923523,0.04310043528676033,0.001288906903937459
15,0.5199369192123413,0.4560999572277069,0.059578850865364075,0.0008516204543411732
16,0.5205187201499939,0.4394565522670746,0.07753422111272812,0.0007055866881273687
17,0.5263152718544006,0.4273831844329834,0.0933704674243927,0.0011123336153104901
18,0.5322026610374451,0.42044582962989807,0.10343550890684128,0.0016642692498862743
19,0.5335511565208435,0.4186318814754486,0.10574208199977875,0.0018354455241933465
20,0.5298958420753479,0.42146167159080505,0.10073302686214447,0.0015402340795844793
21,0.5243048667907715,0.42814570665359497,0.0906108170747757,0.0011096666567027569
22,0.5200877785682678,0.43768128752708435,0.07807590067386627,0.0008661118918098509
23,0.5183922052383423,0.44888946413993835,0.06539301574230194,0.0008219456067308784
24,0.518410861492157,0.46045923233032227,0.05410032719373703,0.0007702566799707711
25,0.5191206932067871,0.4710407853126526,0.04514394700527191,0.0005871881148777902
26,0.5202242732048035,0.4793671667575836,0.03902657702565193,0.0003661006921902299
27,0.5215058326721191,0.48439764976501465,0.035810235887765884,0.0002595900441519916
28,0.522101879119873,0.48550301790237427,0.03518480435013771,0.00028281426057219505
29,0.5211244225502014,0.482654869556427,0.036770135164260864,0.0003398776752874255
30,0.5188278555870056,0.47648826241493225,0.040389977395534515,0.00038992645568214357
31,0.5165506601333618,0.4681558609008789,0.04594293236732483,0.0004903826047666371
32,0.5154356360435486,0.4590471386909485,0.052973631769418716,0.0006829686462879181
33,0.5155165791511536,0.4505034387111664,0.060439761728048325,0.0009146775701083243
34,0.5160466432571411,0.44360676407814026,0.0669618472456932,0.0010956093901768327
35,0.5163783431053162,0.43905845284461975,0.07134880125522614,0.0011942160781472921
36,0.5163489580154419,0.43713703751564026,0.07298849523067474,0.0012446825858205557
37,0.5160104632377625,0.4377155303955078,0.07191020250320435,0.0012769484892487526
38,0.5153284072875977,0.44033440947532654,0.06862412393093109,0.0012739792000502348
39,0.5142990350723267,0.4443252980709076,0.06392207741737366,0.0012103324988856912
40,0.5132206678390503,0.4489583969116211,0.058705322444438934,0.001111385296098888
41,0.5125764012336731,0.45355769991874695,0.05380185693502426,0.001043372554704547
42,0.5125440955162048,0.45755037665367126,0.049787573516368866,0.001041228766553104
43,0.5127561688423157,0.4604673385620117,0.04692699387669563,0.0010723753366619349
44,0.512675940990448,0.46194300055503845,0.04529166221618652,0.00108824810013175
45,0.5121279358863831,0.4617408215999603,0.04492664337158203,0.0010920880595222116
46,0.511337399482727,0.45980140566825867,0.04588088393211365,0.0011310268891975284
47,0.5105559825897217,0.4562978744506836,0.04809318855404854,0.001232982031069696
48,0.5098598599433899,0.4516775608062744,0.05128047987818718,0.001380354748107493
49,0.5092730522155762,0.44664403796195984,0.05491732805967331,0.0015423395670950413
50,0.5088385343551636,0.4420478940010071,0.05828219652175903,0.0017016923520714045
51,0.5084786415100098,0.4386962354183197,0.060574740171432495,0.0018415329977869987
52,0.507957935333252,0.43714505434036255,0.061152733862400055,0.0019320338033139706
53,0.5071170926094055,0.43754273653030396,0.059822868555784225,0.0019502985524013638
54,0.5060768723487854,0.43957003951072693,0.05697663128376007,0.0019060407066717744
55,0.5051048994064331,0.442491352558136,0.05343892425298691,0.0018349181627854705
56,0.5043002963066101,0.4453161358833313,0.05013393238186836,0.0017700474709272385
57,0.5034999847412109,0.44705477356910706,0.047797322273254395,0.0017295816214755177
58,0.5024881958961487,0.44700512290000916,0.04685501381754875,0.0017256112769246101
59,0.5011996030807495,0.4449623227119446,0.047409892082214355,0.0017654772382229567
60,0.49970105290412903,0.4412660300731659,0.04924081265926361,0.0018388443859294057
61,0.498073011636734,0.4366775453090668,0.051811181008815765,0.0019168530125170946
62,0.49634116888046265,0.43214020133018494,0.054348595440387726,0.0019704746082425117
63,0.4944521486759186,0.42849475145339966,0.05603916198015213,0.0019836474675685167
64,0.49229151010513306,0.42622634768486023,0.05631612613797188,0.0019498036708682775
65,0.4897683262825012,0.42530593276023865,0.05512171611189842,0.0018681350629776716
66,0.4868948459625244,0.42517176270484924,0.05296953767538071,0.0017507100710645318
67,0.48373305797576904,0.4248686730861664,0.05073058605194092,0.0016267596511170268
68,0.4802478849887848,0.42334413528442383,0.049261532723903656,0.0015284405089914799
69,0.47627776861190796,0.41984865069389343,0.04908352345228195,0.001469119219109416
70,0.4717022180557251,0.41429534554481506,0.05020974576473236,0.0014394257450476289
71,0.4665556252002716,0.4073602855205536,0.05208560824394226,0.0014219485456123948
72,0.4608924984931946,0.4001913070678711,0.053689297288656235,0.0014023761032149196
73,0.45464280247688293,0.39380231499671936,0.053984593600034714,0.0013711825013160706
74,0.4477159380912781,0.38843676447868347,0.05263431742787361,0.0013289675116539001
75,0.44013264775276184,0.38329261541366577,0.050357699394226074,0.001296467613428831
76,0.43193551898002625,0.37691235542297363,0.048449091613292694,0.0013148131547495723
77,0.4231293201446533,0.36820149421691895,0.0477939248085022,0.0014267797814682126
78,0.4138024151325226,0.3574238121509552,0.048129066824913025,0.0016499084886163473
79,0.40411046147346497,0.34618791937828064,0.048075638711452484,0.0019693763460963964
80,0.39421749114990234,0.336130827665329,0.046256475150585175,0.0023660389706492424
81,0.3844509720802307,0.32731613516807556,0.04282696545124054,0.0028615696355700493
82,0.3751820921897888,0.3180682063102722,0.03941725939512253,0.0035393249709159136
83,0.3667093813419342,0.3070109784603119,0.037172507494688034,0.004505183547735214
84,0.35954204201698303,0.2953518033027649,0.03531860560178757,0.005774324759840965
