epoch,total,ic,bc,pde,lambda_ic,lambda_bc,lambda_pde,stage
0,0.6165939569473267,0.5889866948127747,0.019683238118886948,0.0015848050825297832,1.0,1.0,5.0,0
1,0.5424866676330566,0.5380546450614929,0.0026184541638940573,0.0003627235710155219,1.0,1.0,5.0,0
2,0.4949389696121216,0.49040237069129944,0.003464670153334737,0.00021438700787257403,1.0,1.0,5.0,0
3,0.47071373462677,0.44816824793815613,0.020247671753168106,0.00045956249232403934,1.0,1.0,5.0,0
4,0.46527981758117676,0.4124886691570282,0.049480631947517395,0.0006621023640036583,1.0,1.0,5.0,0
5,0.4722468852996826,0.3846619427204132,0.08402448147535324,0.0007120888330973685,1.0,1.0,5.0,0
6,0.48353978991508484,0.36574482917785645,0.1142282783985138,0.0007133380859158933,1.0,1.0,5.0,0
7,0.491647332906723,0.3556823432445526,0.1322997361421585,0.0007330457447096705,1.0,1.0,5.0,0
8,0.4931911826133728,0.35300374031066895,0.13641932606697083,0.0007536252960562706,1.0,1.0,5.0,0
9,0.4888784885406494,0.3559199869632721,0.12913942337036133,0.0007638133247382939,1.0,1.0,5.0,0
10,0.48112937808036804,0.36295321583747864,0.11437836289405823,0.0007595610804855824,1.0,1.0,5.0,0
11,0.47251224517822266,0.37293747067451477,0.0959109514951706,0.0007327671628445387,1.0,1.0,5.0,0
12,0.46504926681518555,0.3848626911640167,0.07680383324623108,0.0006765499711036682,1.0,1.0,5.0,0
13,0.4599519371986389,0.3977583944797516,0.05922216176986694,0.0005942732095718384,1.0,1.0,5.0,0
14,0.45759740471839905,0.4106435179710388,0.04444216564297676,0.0005023419507779181,1.0,1.0,5.0,0
15,0.45764783024787903,0.42254841327667236,0.03298410028219223,0.0004230645135976374,1.0,1.0,5.0,0
16,0.4592450261116028,0.43259283900260925,0.024794070050120354,0.0003716248902492225,1.0,1.0,5.0,0
17,0.4612882733345032,0.4400850534439087,0.019465427845716476,0.00034755837987177074,1.0,1.0,5.0,0
18,0.4627748727798462,0.4446139633655548,0.01646610163152218,0.0003389607591088861,1.0,1.0,5.0,0
19,0.46308383345603943,0.4460844099521637,0.015321913175284863,0.0003355045337229967,1.0,1.0,5.0,0
20,0.4620814025402069,0.4446789622306824,0.015718024224042892,0.00033688812982290983,1.0,1.0,5.0,0
21,0.4600420594215393,0.44078248739242554,0.017511244863271713,0.0003496639837976545,1.0,1.0,5.0,0
22,0.4574693739414215,0.43490907549858093,0.020669331774115562,0.00037819435237906873,1.0,1.0,5.0,0
23,0.4549110233783722,0.4276493191719055,0.025164946913719177,0.0004193499917164445,1.0,1.0,5.0,0
24,0.45281925797462463,0.4196302592754364,0.03086492046713829,0.0004648155882023275,1.0,1.0,5.0,0
25,0.4514683187007904,0.411479115486145,0.03745255246758461,0.0005073308129794896,1.0,1.0,5.0,0
26,0.45091545581817627,0.40378519892692566,0.04440733790397644,0.0005445812130346894,1.0,1.0,5.0,0
27,0.45100298523902893,0.3970591127872467,0.051053740084171295,0.0005780278006568551,1.0,1.0,5.0,0
28,0.4514162242412567,0.3916919231414795,0.05667741596698761,0.0006093823467381299,1.0,1.0,5.0,0
29,0.4517947733402252,0.38792556524276733,0.06067505478858948,0.0006388315232470632,1.0,1.0,5.0,0
30,0.4518551230430603,0.38584792613983154,0.06267926841974258,0.0006655893521383405,1.0,1.0,5.0,0
31,0.4514692723751068,0.3854137063026428,0.06261351704597473,0.0006884070462547243,1.0,1.0,5.0,0
32,0.4506736993789673,0.38647472858428955,0.06067332625389099,0.0007051316788420081,1.0,1.0,5.0,0
33,0.4496235251426697,0.38880202174186707,0.057257361710071564,0.0007128272554837167,1.0,1.0,5.0,0
