epoch,total,ic,bc,pde
0,0.6269737482070923,0.14449673891067505,0.08766959607601166,0.03948073834180832
1,0.9463067650794983,0.1927165985107422,0.13991141319274902,0.06136787682771683
2,0.5294349193572998,0.16002120077610016,0.04381909221410751,0.03255946561694145
3,0.1718885749578476,0.14074817299842834,0.005256774835288525,0.002588363131508231
4,0.2464160919189453,0.1329076886177063,0.0176057368516922,0.009590266272425652
5,0.3792451024055481,0.12734165787696838,0.02111084572970867,0.02307925745844841
6,0.35048842430114746,0.1253645271062851,0.01246599480509758,0.021265791729092598
7,0.22930698096752167,0.1264057606458664,0.0028818920254707336,0.01000193227082491
8,0.14620934426784515,0.12866269052028656,0.0008000386878848076,0.0016746604815125465
9,0.14641892910003662,0.1309472620487213,0.007348221726715565,0.0008123441366478801
10,0.19395193457603455,0.13266296684741974,0.017085202038288116,0.004420374985784292
11,0.2277839481830597,0.13351501524448395,0.02315082773566246,0.007111811079084873
12,0.22242611646652222,0.13343706727027893,0.02321597933769226,0.006577306427061558
13,0.19225665926933289,0.13247333467006683,0.018936682492494583,0.004084664396941662
14,0.16040608286857605,0.1307743936777115,0.012776070274412632,0.001685561379417777
15,0.14099164307117462,0.1287422925233841,0.006956343539059162,0.0005293010035529733
16,0.13792487978935242,0.12697023153305054,0.0032784915529191494,0.000767615856602788
17,0.1472841501235962,0.12591080367565155,0.002285513561218977,0.0019087833352386951
18,0.1598806381225586,0.12563805282115936,0.0027779783122241497,0.0031464609783142805
19,0.16669827699661255,0.1259785294532776,0.002966405125334859,0.003775333985686302
20,0.16459126770496368,0.1268051117658615,0.0021795264910906553,0.0035606627352535725
21,0.156531423330307,0.12809941172599792,0.0010573645122349262,0.0027374636847525835
22,0.14728040993213654,0.12978409230709076,0.00038303446490317583,0.0017113288631662726
23,0.14002183079719543,0.13162949681282043,0.0002855714992620051,0.0008106769528239965
24,0.13618679344654083,0.13335709273815155,0.0004999505472369492,0.0002329744747839868
25,0.13621044158935547,0.13477826118469238,0.0008778916671872139,5.542882718145847e-05
26,0.13930507004261017,0.13581477105617523,0.0014008915750309825,0.00020894092449452728
27,0.14327965676784515,0.1364399641752243,0.0019473794382065535,0.0004892322467640042
28,0.14575012028217316,0.13664591312408447,0.002330081071704626,0.0006774126668460667
29,0.14573633670806885,0.1364462673664093,0.0025065417867153883,0.0006783534190617502
30,0.143809512257576,0.13586673140525818,0.0025644307024776936,0.0005378356436267495
31,0.14098942279815674,0.1349320411682129,0.002532876329496503,0.00035245122853666544
32,0.13804955780506134,0.13369330763816833,0.0023757941089570522,0.00019804555631708354
33,0.13569775223731995,0.13227231800556183,0.002162379212677479,0.00012630512355826795
34,0.13462600111961365,0.130849689245224,0.002071595750749111,0.00017047183064278215
35,0.13500188291072845,0.12959331274032593,0.002171875908970833,0.0003236689080949873
36,0.1362214982509613,0.12860287725925446,0.002314496785402298,0.0005304134101606905
37,0.13743659853935242,0.12791649997234344,0.0023166295140981674,0.0007203475688584149
38,0.13817335665225983,0.12754155695438385,0.0021727411076426506,0.0008459056844003499
39,0.1383318454027176,0.12746156752109528,0.0020206626504659653,0.0008849625592119992
40,0.13788771629333496,0.12762929499149323,0.0019673716742545366,0.0008291051490232348
41,0.1369125247001648,0.12798108160495758,0.00202519865706563,0.000690624350681901
42,0.13575735688209534,0.128464013338089,0.0021687494590878487,0.0005124598392285407
43,0.13489317893981934,0.12904255092144012,0.002359575591981411,0.00034910577232949436
44,0.13453741371631622,0.1296835094690323,0.0025261573027819395,0.00023277434229385108
45,0.13458910584449768,0.13034415245056152,0.002599617000669241,0.00016453441639896482
46,0.13487771153450012,0.13097214698791504,0.0025819530710577965,0.00013236045197118074
47,0.13528069853782654,0.13150617480278015,0.002531335223466158,0.0001243184960912913
48,0.1356271505355835,0.13188086450099945,0.002480474766343832,0.00012658142077270895
49,0.13571493327617645,0.1320486068725586,0.002415701746940613,0.0001250620698556304
50,0.1354958564043045,0.13200625777244568,0.0023315465077757835,0.00011580626596696675
51,0.1351158618927002,0.13179780542850494,0.0022496231831610203,0.00010684227891033515
52,0.13473881781101227,0.13148853182792664,0.0021745695266872644,0.00010757195559563115
53,0.13443996012210846,0.13113752007484436,0.002079522702842951,0.00012229298590682447
54,0.13426895439624786,0.13078728318214417,0.001951740006916225,0.0001529931469121948
55,0.1342732161283493,0.13046413660049438,0.001819527125917375,0.0001989551237784326
56,0.13441623747348785,0.13018164038658142,0.0017230997327715158,0.00025114999152719975
57,0.13457484543323517,0.12994904816150665,0.0016843874473124743,0.0002941421407740563
58,0.1346549391746521,0.1297803372144699,0.0017072687624022365,0.0003167330287396908
59,0.13464441895484924,0.1296936720609665,0.0017776978202164173,0.0003173045697622001
60,0.13455498218536377,0.12970057129859924,0.0018592551350593567,0.00029951633769087493
61,0.1343984305858612,0.12979750335216522,0.0019157128408551216,0.0002685213985387236
62,0.13422492146492004,0.12996451556682587,0.0019453882705420256,0.00023150071501731873
63,0.13410624861717224,0.1301676481962204,0.0019770439248532057,0.00019615518976934254
64,0.13406725227832794,0.1303652673959732,0.002033593598753214,0.00016683923604432493
65,0.13408102095127106,0.13052091002464294,0.002114839619025588,0.00014452726463787258
66,0.13411949574947357,0.13061536848545074,0.002207561396062374,0.00012965592031832784
67,0.13416185975074768,0.13064776360988617,0.0022925864905118942,0.0001221515121869743
68,0.13417519629001617,0.1306263655424118,0.0023469890002161264,0.00012018399138469249
69,0.13413724303245544,0.13055969774723053,0.0023577362298965454,0.00012198044714750722
70,0.1340644806623459,0.13045279681682587,0.0023333807475864887,0.00012782982958015054
71,0.1339883953332901,0.13030913472175598,0.002295156242325902,0.00013841041072737426
72,0.13392463326454163,0.13013635575771332,0.0022611916065216064,0.00015270797302946448
73,0.13388165831565857,0.12995189428329468,0.002240834292024374,0.00016889254038687795
74,0.133868008852005,0.1297815889120102,0.00223250943236053,0.0001853919238783419
75,0.13387531042099,0.12965083122253418,0.0022229182068258524,0.00020015610789414495
76,0.13388004899024963,0.12957562506198883,0.002198479138314724,0.00021059540449641645
77,0.13386887311935425,0.1295589655637741,0.0021612728014588356,0.00021486295736394823
78,0.1338423788547516,0.12959204614162445,0.0021279756911098957,0.00021223568182904273
79,0.1338023990392685,0.1296595185995102,0.0021142191253602505,0.00020286549988668412
80,0.13375455141067505,0.1297464221715927,0.002124107675626874,0.00018840223492588848
81,0.13371263444423676,0.12984216213226318,0.0021498948335647583,0.0001720581785775721
82,0.13368526101112366,0.12993918359279633,0.0021766172721982002,0.00015694685862399638
83,0.133668452501297,0.13002873957157135,0.0021916208788752556,0.00014480914978776127
84,0.1336560994386673,0.13009895384311676,0.0021937943529337645,0.00013633591879624873
85,0.13364394009113312,0.1301363855600357,0.0021919067949056625,0.00013156588829588145
86,0.13362529873847961,0.13013096153736115,0.0021948926150798798,0.000129944397485815
87,0.1335964798927307,0.1300814300775528,0.002205746714025736,0.0001309301151195541
88,0.13356226682662964,0.12999692559242249,0.0022208201698958874,0.00013445231888908893
89,0.1335287094116211,0.12989263236522675,0.002231929451227188,0.0001404158101649955
90,0.13349828124046326,0.12978340685367584,0.002232729224488139,0.00014821374497842044
91,0.13347291946411133,0.1296796202659607,0.002225553849712014,0.00015677437477279454
92,0.13345272839069366,0.12958680093288422,0.0022201468236744404,0.00016457807214464992
93,0.1334332823753357,0.1295083463191986,0.0022255838848650455,0.00016993515600915998
94,0.1334104984998703,0.12944811582565308,0.002243918599560857,0.00017184624448418617
95,0.133384108543396,0.12941056489944458,0.0022692284546792507,0.00017043139087036252
96,0.13335467875003815,0.12939783930778503,0.002292077988386154,0.000166475452715531
97,0.13332347571849823,0.12940692901611328,0.002307191491127014,0.00016093545127660036
98,0.13329358398914337,0.12942925095558167,0.002317149890586734,0.00015471872757188976
99,0.13326656818389893,0.12945342063903809,0.0023280708119273186,0.00014850834850221872
100,0.13324116170406342,0.12946967780590057,0.0023429212160408497,0.00014285658835433424
101,0.13321594893932343,0.1294729858636856,0.0023588561452925205,0.00013841065810993314
102,0.13318973779678345,0.12946286797523499,0.002369305584579706,0.0001357566361548379
103,0.13316114246845245,0.12944069504737854,0.002369229681789875,0.00013512260920833796
104,0.1331305205821991,0.1294073909521103,0.0023597944527864456,0.0001363329793093726
105,0.1330994963645935,0.12936341762542725,0.0023476884234696627,0.00013883794599678367
106,0.13306894898414612,0.12931065261363983,0.0023398324847221375,0.0001418467436451465
107,0.13303923606872559,0.12925377488136292,0.0023387472610920668,0.0001446702954126522
108,0.13301029801368713,0.12919946014881134,0.0023419130593538284,0.00014689240197185427
109,0.1329810619354248,0.12915350496768951,0.0023452797904610634,0.00014822767116129398
110,0.1329505741596222,0.12911824882030487,0.0023481249809265137,0.00014841991651337594
111,0.1329188197851181,0.12909191846847534,0.0023541112896054983,0.0001472779840696603
112,0.1328861117362976,0.12907075881958008,0.0023673216346651316,0.00014480322715826333
113,0.1328529715538025,0.12905123829841614,0.0023878896608948708,0.00014138319238554686
114,0.13282009959220886,0.12903128564357758,0.002411298453807831,0.0001377522712573409
115,0.13278748095035553,0.12900932133197784,0.002431738656014204,0.0001346430799458176
116,0.1327545940876007,0.12898308038711548,0.0024465874303132296,0.0001324924232903868
117,0.13272109627723694,0.12894965708255768,0.0024576794821769,0.00013137601490598172
118,0.13268665969371796,0.12890708446502686,0.002468318911269307,0.0001311257219640538
119,0.13265128433704376,0.1288561075925827,0.0024796058423817158,0.00013155689521227032
120,0.13261543214321136,0.12880021333694458,0.002489592880010605,0.00013256228703539819
121,0.13257935643196106,0.12874379754066467,0.002495842520147562,0.00013397261500358582
122,0.13254311680793762,0.12869004905223846,0.0024987973738461733,0.00013542796659749
123,0.13250665366649628,0.12864026427268982,0.002502181101590395,0.00013641979603562504
124,0.1324695348739624,0.12859463691711426,0.0025097737088799477,0.0001365128846373409
125,0.13243164122104645,0.12855342030525208,0.002522129099816084,0.0001356102293357253
126,0.13239312171936035,0.12851682305335999,0.0025365296751260757,0.00013397689326666296
127,0.1323540061712265,0.1284838616847992,0.002550048753619194,0.00013200874673202634
128,0.1323145478963852,0.12845197319984436,0.0025624283589422703,0.00013001383922528476
129,0.1322748214006424,0.12841756641864777,0.002575557678937912,0.00012816865637432784
130,0.1322346180677414,0.12837781012058258,0.002590528689324856,0.00012662832159548998
131,0.13219387829303741,0.12833184003829956,0.0026058871299028397,0.00012561472249217331
132,0.1321524977684021,0.12828031182289124,0.002619036938995123,0.00012531390530057251
133,0.13211047649383545,0.12822428345680237,0.0026292041875422,0.00012569903628900647
134,0.13206802308559418,0.12816458940505981,0.002638566307723522,0.00012648766278289258
135,0.13202524185180664,0.12810222804546356,0.0026501237880438566,0.00012728810543194413
