epoch,total,ic,bc,pde
0,0.593743085861206,0.5194311738014221,0.04357291758060455,0.006147798616439104
1,0.5060077905654907,0.4429590702056885,0.0341683067381382,0.005776083096861839
2,0.5414302945137024,0.42835742235183716,0.08124807476997375,0.006364951375871897
3,0.4934021830558777,0.41436296701431274,0.06563418358564377,0.0026810024864971638
4,0.4569723606109619,0.4144575595855713,0.04114782437682152,0.00027339591179043055
5,0.46609005331993103,0.4278148412704468,0.03619105741381645,0.00041683338349685073
6,0.4849996864795685,0.43417567014694214,0.04450700059533119,0.001263403333723545
7,0.48118722438812256,0.42542293667793274,0.04961633309721947,0.001229589805006981
8,0.46398887038230896,0.41124358773231506,0.04927666857838631,0.0006937182624824345
9,0.4544965922832489,0.4029476046562195,0.049166031181812286,0.00047659207484684885
10,0.45881935954093933,0.40237563848495483,0.05264987051486969,0.0007587724248878658
11,0.46651336550712585,0.4031333923339844,0.05775788426399231,0.0011244149645790458
12,0.46646836400032043,0.40068355202674866,0.05998562276363373,0.001159842126071453
13,0.4586235284805298,0.39729952812194824,0.05707823112607002,0.0008491537300869823
14,0.45000627636909485,0.397584468126297,0.050251029431819916,0.00043415697291493416
15,0.44648993015289307,0.40311211347579956,0.042652033269405365,0.00014515760994981974
16,0.448346883058548,0.4109436273574829,0.03716360032558441,4.792559411725961e-05
17,0.4511027932167053,0.4160971939563751,0.03474189713597298,5.274094291962683e-05
18,0.4505547285079956,0.41564714908599854,0.034560542553663254,6.941062747500837e-05
19,0.4466444253921509,0.41064754128456116,0.03536110371351242,0.00012715524644590914
20,0.4423849880695343,0.40469416975975037,0.03616344928741455,0.0003054716216865927
21,0.44035011529922485,0.40097782015800476,0.036469846963882446,0.0005804874235764146
22,0.44046756625175476,0.3999193012714386,0.03655034676194191,0.0007995839114300907
23,0.440405011177063,0.39915961027145386,0.03714163973927498,0.0008207501377910376
24,0.4380897283554077,0.39632636308670044,0.03859519585967064,0.0006336319493129849
25,0.4340907633304596,0.39172109961509705,0.04053302854299545,0.0003673247992992401
26,0.4309239089488983,0.38780343532562256,0.041988857090473175,0.00022632286709267646
27,0.4299677014350891,0.38641563057899475,0.04190380871295929,0.0003296513750683516
28,0.42963674664497375,0.3867035508155823,0.04027312994003296,0.0005320133059285581
29,0.4273335337638855,0.38607773184776306,0.03849341720342636,0.0005524763255380094
30,0.42317643761634827,0.3829716145992279,0.038216836750507355,0.00039759601349942386
31,0.4200628995895386,0.3780558109283447,0.0398988276720047,0.0004216549568809569
32,0.41926032304763794,0.3734892010688782,0.04185348376631737,0.0007835288415662944
