epoch,total,ic,bc,pde,lambda_ic,lambda_bc,lambda_pde,stage
0,0.7930268049240112,0.7639326453208923,0.028286922723054886,0.00016144865367095917,1.0,1.0,5.0,0
1,0.7494733333587646,0.5181816220283508,0.1858360469341278,0.009091142565011978,1.0,1.0,5.0,0
2,0.7508828639984131,0.4887927770614624,0.2353018820285797,0.005357650108635426,1.0,1.0,5.0,0
3,0.6950920820236206,0.5400872230529785,0.1509045511484146,0.0008200674201361835,1.0,1.0,5.0,0
4,0.6878362894058228,0.6115754246711731,0.07260726392269135,0.0007307124324142933,1.0,1.0,5.0,0
5,0.7074260115623474,0.6614132523536682,0.03721553832292557,0.001759451231919229,1.0,1.0,5.0,0
6,0.7126678228378296,0.6726482510566711,0.03116164170205593,0.001771576702594757,1.0,1.0,5.0,0
7,0.6986010074615479,0.6507595777511597,0.04240616410970688,0.001087052864022553,1.0,1.0,5.0,0
8,0.6833084225654602,0.6108521223068237,0.06967262178659439,0.0005567294429056346,1.0,1.0,5.0,0
9,0.6792402863502502,0.5684224963188171,0.10929881036281586,0.0003037959977518767,1.0,1.0,5.0,0
10,0.6852990388870239,0.5362841486930847,0.14771723747253418,0.0002595288387965411,1.0,1.0,5.0,0
11,0.6905973553657532,0.5218771696090698,0.16743716597557068,0.0002565999748185277,1.0,1.0,5.0,0
12,0.6875669360160828,0.5255471467971802,0.1608043611049652,0.00024308158026542515,1.0,1.0,5.0,0
13,0.6786683797836304,0.5429486036300659,0.13473066687583923,0.00019781503942795098,1.0,1.0,5.0,0
14,0.6713715195655823,0.5679370164871216,0.10266007483005524,0.00015488678764086217,1.0,1.0,5.0,0
15,0.6697925925254822,0.5935717225074768,0.07565955817699432,0.00011225936759728938,1.0,1.0,5.0,0
16,0.6720080971717834,0.612928569316864,0.058649927377700806,8.59170249896124e-05,1.0,1.0,5.0,0
17,0.673187792301178,0.6213008165359497,0.05151764675974846,7.385911158053204e-05,1.0,1.0,5.0,0
18,0.6708600521087646,0.6177497506141663,0.052722953259944916,7.747824565740302e-05,1.0,1.0,5.0,0
