epoch,total,ic,bc,pde,lambda_ic,lambda_bc,lambda_pde,stage
0,0.2117651402950287,0.1508367359638214,0.058898646384477615,0.00040595297468826175,1.0,1.0,5.0,0
1,0.7453214526176453,0.264146089553833,0.4206250309944153,0.012110061943531036,1.0,1.0,5.0,0
2,0.41318821907043457,0.1394873708486557,0.0266225915402174,0.049415647983551025,1.0,1.0,5.0,0
3,0.42286717891693115,0.13171660900115967,0.045990340411663055,0.04903204366564751,1.0,1.0,5.0,0
4,0.2316068410873413,0.14365115761756897,0.03949673846364021,0.009691789746284485,1.0,1.0,5.0,0
5,0.2009381204843521,0.163796067237854,0.02760792151093483,0.0019068275578320026,1.0,1.0,5.0,0
6,0.30233442783355713,0.1813986599445343,0.03502475470304489,0.01718219928443432,1.0,1.0,5.0,0
7,0.31598353385925293,0.18355105817317963,0.03597922995686531,0.01929064653813839,1.0,1.0,5.0,0
8,0.2574007213115692,0.1751379519701004,0.03205784782767296,0.01004098542034626,1.0,1.0,5.0,0
9,0.20957259833812714,0.16499920189380646,0.03466298431158066,0.0019820842426270247,1.0,1.0,5.0,0
10,0.20120730996131897,0.15741005539894104,0.04006525129079819,0.0007463984657078981,1.0,1.0,5.0,0
11,0.20817510783672333,0.15291522443294525,0.0376415029168129,0.003523675026372075,1.0,1.0,5.0,0
12,0.20553073287010193,0.1515028178691864,0.026137761771678925,0.0055780308321118355,1.0,1.0,5.0,0
13,0.1954551637172699,0.15358053147792816,0.015390669927001,0.005296793766319752,1.0,1.0,5.0,0
14,0.19113701581954956,0.15881870687007904,0.01467024814337492,0.0035296096466481686,1.0,1.0,5.0,0
15,0.19893667101860046,0.16484230756759644,0.02291731908917427,0.002235411200672388,1.0,1.0,5.0,0
16,0.20563562214374542,0.16824355721473694,0.03034011274576187,0.0014103922294452786,1.0,1.0,5.0,0
17,0.20239363610744476,0.16697731614112854,0.029798077419400215,0.0011236497666686773,1.0,1.0,5.0,0
18,0.19084355235099792,0.16192133724689484,0.023705802857875824,0.0010432834969833493,1.0,1.0,5.0,0
19,0.1805565506219864,0.15551868081092834,0.01904059760272503,0.0011994537198916078,1.0,1.0,5.0,0
20,0.17759358882904053,0.1499999612569809,0.019935080781579018,0.0015317071229219437,1.0,1.0,5.0,0
21,0.1807495802640915,0.14650022983551025,0.025179987773299217,0.0018138728337362409,1.0,1.0,5.0,0
22,0.18446721136569977,0.14520904421806335,0.03067728877067566,0.0017161747673526406,1.0,1.0,5.0,0
23,0.18505175411701202,0.1458687037229538,0.033091749995946884,0.0012182581704109907,1.0,1.0,5.0,0
24,0.182814359664917,0.14812031388282776,0.03170691058039665,0.0005974273080937564,1.0,1.0,5.0,0
25,0.18023033440113068,0.1515483558177948,0.02797999419271946,0.00014039470988791436,1.0,1.0,5.0,0
26,0.17966371774673462,0.15551970899105072,0.02397327311336994,3.414645107113756e-05,1.0,1.0,5.0,0
27,0.1809236854314804,0.15916866064071655,0.020934365689754486,0.0001641297567402944,1.0,1.0,5.0,0
